1,R-Isocortex
2,R-Olfactory
3,R-Hippocampal
4,R-Cortical
5,R-Striatum
6,R-Pallidum
7,R-Thalamus
8,R-Hypothalamus
9,R-Midbrain
10,R-Pons
11,R-Medulla
12,R-Cerebellum
13,R-Fiber
14,R-Ventricular
101,L-Isocortex
102,L-Olfactory
103,L-Hippocampal
104,L-Cortical
105,L-Striatum
106,L-Pallidum
107,L-Thalamus
108,L-Hypothalamus
109,L-Midbrain
110,L-Pons
111,L-Medulla
112,L-Cerebellum
113,L-Fiber
114,L-Ventricular
